학부,제목,링크,내용,작성일
지능형모빌리티융합학과,2024학년도 제2학기 휴학·복학 신청 안내,https://mobility.jnu.ac.kr/bbs/imob/69/881350/artclView.do,"휴학(군휴학 포함) 신청시지도교수님과의 상담 필수입니다. 지도교수님과의 상담 시 붙임파일(휴학신청서)에 서명 받으셔서 학과사무실로 제출 하시면확인 후, 휴학 승인 해드립니다. 지도교수 메일 상담 후 해당 메일로도 휴학신청서 갈음 가능관련 메일 dhdkfks@Jnu.ac.kr로 제출문의: 062-530-4205(지능형모빌리티융합학과사무실)가. 휴학 신청 기간1) 일반휴학(등록): 2024. 8. 20.(화) ~ 10. 30.(수)2) 일반휴학(미등록): 2024. 8. 20.(화) ~ 8. 23.(금)※ 장학금 수혜자가 등록금을 납부",2024-06-21 16:34:28.0
지능형모빌리티융합학과,[사업] 미래형자동차인재양성사업 2024학년도 하계 단기 집중교육과정 참여자 모집 (~ 6/26),https://mobility.jnu.ac.kr/bbs/imob/69/881061/artclView.do,"한국산업기술진흥원과 전남대학교가 주관하는미래차 혁신 융합 교육을 위한미래형자동차 기술융합 혁신인재양성 교육센터에서공통 기초소양 능력 함양과실무능력 향상을 위한2024년 하계 단기 집중 교육과정을 운영합니다.우리 기계공학부 학생 여러분의많은 참여를 기다리겠습니다!■ 교육내용  - 교육과정명: 2024학년도 하계 단기 집중교육과정  - 교육주제: 자율주행 및 친환경 자동차 (자세한 내용은 [붙임2] 참고)   - 교육기간: 2024. 7. 9. (화) ~ 8. 23. (금)  - 교육방법: 온라인 (실시간), 오프라인  - 이수조건:",2024-06-18 16:38:52.0
지능형모빌리티융합학과,[계절학기] 2024학년도 하계 계절학기 수강취소 안내,https://mobility.jnu.ac.kr/bbs/imob/69/880820/artclView.do,,2024-06-16 16:17:09.0
지능형모빌리티융합학과,2024학년도 1학기 최종 수업평가 실시 안내(6/18~7/4),https://mobility.jnu.ac.kr/bbs/imob/69/880819/artclView.do,"2024학년도 1학기 최종 수업평가를 다음과 같이 실시하오니, 전 교과목에 대해 수업평가가 이행될 수 있도록 학생 여러분의 수평평가를 부탁드립니다~!★ 학생 최종 수업평가1) 기간:  24. 6. 18.(화) ~ 7. 4.(목)2) 방법: 전남대학교포털 교육지원 내 학사행정 성적 수업평가 최종 수업평가※ 수강신청 전과목에 대한 수업평가를 완료해야 성적 열람이 가능함",2024-06-16 16:16:03.0
지능형모빌리티융합학과,2024학년도 1학기 응원장학생 선발 안내(~6.27.(목)),https://mobility.jnu.ac.kr/bbs/imob/69/880818/artclView.do,"2024학년도 1학기 응원장학생 선발 안내2024학년도 1학기 응원장학생을 다음과 같이 선발할 예정이오니, 해당 학생들은 지원 바랍니다.가. 지원대상: 학부 재학생 중 가계곤란 등의 사유로 등록금 지원이 필요한 자- 소득분위 0~1분위: 국가장학금 지원 자격 미달*로 장학금 지원을 받지 못한 경우* 성적 조건 미충족, 국가장학금 수혜횟수(8회) 초과자- 최근 1년 이내 부모의 폐업, 실직 등으로 인한 긴급 가계곤란 사유가 발생한 경우나. 지원규모: 가계곤란 정도에 따라 예산 범위 내에서 차등 지원가계곤란 정도장학명장학금액비 고상응원",2024-06-16 16:13:16.0
지능형모빌리티융합학과,[학석사연계과정] 2024학년도 2학기 학부생 학·석사학위연계과정 및 학·석박사학위통합연계과정자 모집,https://mobility.jnu.ac.kr/bbs/imob/69/880817/artclView.do,2024학년도 2학기 학부생 학 석사학위연계과정 및 학 석박사학위통합연계과정자 모집2024학년도 2학기 학부생 학 석사학위연계과정 및 학 석박사학위통합연계과정자 모집을 붙임과 같이 안내합니다.아울러 연계과정자로 선발된 경우 학부연구생지원 장학금 신청이 가능하오니 관심 있는 학생들이 많은 지원바랍니다. 붙임 1. 2024학년도 2학기 연계과정 모집요강 1부.2. (서식포함) 연계과정자 운영지침 1부.  끝.,2024-06-16 16:12:15.0
지능형모빌리티융합학과,2024학년도 전공 자격증 시험 응시료 지원 계획 안내,https://mobility.jnu.ac.kr/bbs/imob/69/880374/artclView.do,AI융합대학 지능형모빌리티융합학과 학부생의 자기개발능력 향상과 취업 기회 증대를 위해 2024학년도 전공 자격증 시험 응시료 지원계획을 다음과 같이 수립하여 운영하고자 합니다. 가. 목적: 전공 자격증 취득을 통한 취업 기회 확대나. 대상: AI융합대학 지능형모빌리티융합학과 재학생다. 지원기준: 한국산업인력공단에서 발급되는 자격증에 한해 지원라. 전공 자격증 인정 과목1) 전공 교수회의를 통해 전공 자격증이라고 인정되는 자격증2) 전공 졸업자격인정기준에 해당하는 전공 자격증마. 기간 및 신청방법1) 접수기간: 24. 06. 10.~,2024-06-12 11:09:58.0
지능형모빌리티융합학과,[인공지능모빌리티연구실] 학부 인턴 모집(~6/21),https://mobility.jnu.ac.kr/bbs/imob/69/880356/artclView.do,전남대학교 인공지능모빌리티연구실에서 인턴을 모집합니다.1. 인턴 주제- 인공지능 기초 공부 및 컴퓨터비전 프로젝트 수행- 자율주행 프로젝트 수행2. 커리큘럼- 인공지능- 자율주행※ 내용 및 기간은 약간의 변동사항이 있을 수 있습니다.※ 인턴 기간중 약 1~2회의 발표가 있습니다.3. 모집 대상- 자율주행 또는 인공지능을 공부하고 싶은 학생- 배우고자 하는 열정이 있는 학생- 대학원 진학을 희망하는 학생4. 지원 자격- 파이썬으로 프로그램을 구현이 가능해야 함5. 모집 기간- 2024. 6. 10(월) ~ 2024.6. 21(목)6.,2024-06-12 10:16:29.0
지능형모빌리티융합학과,"[공지] 기말고사 시험기간 302호, 402호 강의실, 스튜던트라운지 룸1,2 열람 공지",https://mobility.jnu.ac.kr/bbs/imob/69/880136/artclView.do,"안녕하세요, AI융합대학 학생 여러분!!시험기간동안 AI융합대학-302호, 402호 강의실, 스튜던트라운지 룸1,2 열람 공지 안내합니다.※ 302호, 402호 강의실 사용 정보 안내- 일시: 2024.06.10.(월) 18시~ 06.14.(금) 08시 - 일시: 2024.06.17.(월) 18시~ 06.21.(금) 08시- 토요일, 일요일, 공휴일은 폐쇄.- 매일 저녁 6시부터 다음날 아침 8시까지만 개방 ※ 예약은 따로 필요 없으며, 융합대학 학생이면 자유롭게 사용 가능.※ 스튜던트라운지 룸1,2 사용 정보 안내- 일시: 202",2024-06-10 18:13:02.0
지능형모빌리티융합학과,[★전학년 필독] 국가기술자격 응시 종목 안내,https://mobility.jnu.ac.kr/bbs/imob/69/879397/artclView.do,"※ 지능형모빌리티융합학과 전공 국가기술자격 응시 종목 안내. - 그린전동자동차기사, 자동차정비기사, 일반기계기사, 기계설계기사, 전기기사, 전자기사, 임베디드기사  (정보처리기사 가능)",2024-05-29 11:47:16.0
지능형모빌리티융합학과,[특강] K-데이터사이언스 국제 저명인사 특강 안내 2차,https://mobility.jnu.ac.kr/bbs/imob/69/878957/artclView.do,K-데이터사이언스 국제 저명인사 특강  1. 일시: 2024. 5. 24. (금) 10:00~11:00  2. 주제: Human Mobility Science  3. 연사: Dr. Gautam Malviya Thakur  4. 운영방식: 온라인 zoom 회의 (ID: 607 180 2035)  5. 문의: 062-530-5774,2024-05-22 18:44:05.0
지능형모빌리티융합학과,2024학년도 2학기 국가장학금 1차 신청 안내(5.21.(화) 9시~6.20.(목) 18시),https://mobility.jnu.ac.kr/bbs/imob/69/878943/artclView.do,"2024학년도 2학기 국가장학금 1차 신청 안내 가. 신청대상: 재학생*, 복학생, 재입학생, 신입생, 편입생* 재학생은 국가장학금 1차 신청이 원칙(2차 신청 시 재학 중 2회에 한해서만 수혜 가능)나. 신청기간: '24. 5. 21.(화) 09:00 ~ 6. 20.(목) 18:00- 서류제출 및 가구원 정보제공 동의 기간: '24. 5. 21.(화) 09:00 ~ '24. 6. 27.(목) 18:00※ 주말․공휴일 포함 24시간 신청 가능, 마지막 날은 18시 마감※ 여수캠퍼스 학생:  전남대학교(본교)  선택 후 본인 소속학",2024-05-22 17:26:47.0
지능형모빌리티융합학과,국제학생증 ISIC(International Student Identity Card) 무료발급 행사 안내,https://mobility.jnu.ac.kr/bbs/imob/69/878471/artclView.do,"국제학생증 ISIC(International Student Identity Card) 무료발급 행사 안내를 다음과 같이 알려드립니다. 1. 발급대상: 전남대학교 재(휴)학생2. 발급방법: 방문 및 온라인 발급3. 발급기간 및 장소가. 방문신청: 2024. 5. 20.(월) ~ 5. 22.(수) 10:00 ~ 15:00, 후문체육관 및 공대시계탑, 인문대, 스토리움카페 앞나. 온라인신청: 2024. 5. 17.(금) ~ 5. 30.(목)4. 발급비용: 무료(발급비 17,000원 하나은행 부담)5. 발급절차 및 기타안내 사항은 붙임 참",2024-05-17 17:27:29.0
지능형모빌리티융합학과,[교육혁신본부] 2024학년도 1학기  표현과 소통 상담실  운영 안내,https://mobility.jnu.ac.kr/bbs/imob/69/878129/artclView.do,"운영기간: 2024년 3월 18일(월)~8월 30일(금)까지(주말 및 공휴일, 개교기념일, 중간 기말고사 기간 제외)※ 온라인 글쓰기 상담 신청하러 가기: https://grow.jnu.ac.kr/ko/counsel/02/online/apply",2024-05-14 16:50:23.0
지능형모빌리티융합학과,[한국알프스(주)] 채용 공고 안내,https://mobility.jnu.ac.kr/bbs/imob/69/878127/artclView.do,"한국알프스㈜ 전남대학교 캠퍼스 리크루팅일시 및 장소 : 2024. 05. 16.(목) 12:00~13:30 백도 지하 취업강의실1내용 : 회사소개 직무소개 출신대학선배와의 멘토링((샌드위치 커피 제공)전남대학교 취업포탈시스템   채용/설명회   채용설명회/상담회 (jnu.ac.kr)  □ 한국알프스 채용 공고 및 추천 전형- 기업형태 : 중견기업(정사원 약 750명, 협력사원 약 800명)- 22년 매출 : 약 1조 5천억원- 근무장소 : 한국알프스㈜ 본사(광주광역시 광산구 하남산단 5번로) 및 R D센터(광주광역시 광산구 하남산단",2024-05-14 16:47:58.0
지능형모빌리티융합학과,★(~5.13.(월)까지)1학년 진로설계와자기이해 교외교육(빛그린캠퍼스) 신청 안내,https://mobility.jnu.ac.kr/bbs/imob/69/877191/artclView.do,○ 1학년 진로설계와자기이해 교외교육(빛그린산학융합캠퍼스) 신청 방법 안내1학년 재학생 여러분은 아래 구글폼으로 참석 여부 제출해주시기 바랍니다.- 구글폼:  https://forms.gle/gFdo4GusNooSM6uo71. 일시: 2024.05.31.(금)2. 장소: 전남대학교 빛그린산학융합캠퍼스3. 일정     - 10:00 :AI융합대학 출발    - 11:00~ 12:00: 자동차안전연구원 투어    - 12:00~13:30 : 점심 및 빛그린산학융합캠퍼스 투어    - 13:30~ : AI융합대학으로 출발,2024-05-05 16:24:44.0
지능형모빌리티융합학과,[현장실습](학생 신청기간: 5.6~5.17.) 2024학년도 하계 현장실습 교육과정 안내,https://mobility.jnu.ac.kr/bbs/imob/69/877190/artclView.do,2024학년도 하계 현장실습 교육과정 안내,2024-05-05 16:14:53.0
지능형모빌리티융합학과,전남대학교 MATLAB 캠퍼스 라이선스 이용 안내,https://mobility.jnu.ac.kr/bbs/imob/69/877189/artclView.do,"[안내] 전남대학교 MATLAB 캠퍼스 라이선스 이용 안내전남대학교 모든 구성원(재학생, 재직자)은 MATLAB과 Simulink를 비롯한 130여 가지의 툴박스를 연구와 학습 목적으로 교내/외 제한 없이 이용 가능합니다.* 라이센스 사용 기한: 2024.3.1. ~ 2027.2.28.가. 설치(실행) 방법1. Google에서  전남대학교 MATLAB  검색2. 전남대학교 MATLAB 포털 접속3. 로그인하여 시작하기 클릭4. @jnu.ac.kr, @chonnam.ac.kr *이메일로 로그인(또는 회원가입)   시작하기 클릭5. M",2024-05-05 16:12:44.0
지능형모빌리티융합학과,★[이수증 제출:6.5.(수)] 24학년도 전남대학교 학생 온라인 폭력예방교육 실시,https://mobility.jnu.ac.kr/bbs/imob/69/877187/artclView.do,"2024학년도 전남대학교 학생 온라인 폭력예방교육 실시대학 등 고등교육 기관은 관련 법령에 따라 재학중인 학생은 매년 폭력예방교육(성폭력 가정폭력)을 연 1회 이상 실시하여야 하는 바,이에 우리 대학에서는 온라인과 집합교육을 병행하여 실시하니 소속 학생은 폭력예방교육을 이수 바랍니다.가. 교육기간: 2024. 4. 1.(월) ~ 6. 5.(수)나. 교육대상: 전남대학교 재학중인 학생(지능형모빌리티융합학과 1~4학년 재학생)다. 온라인 교육 이수 방법 및 결과 확인- 전남대 포털 로그인   우측 「교육훈련」   폭력예방교육(성희롱,",2024-05-05 15:56:16.0
지능형모빌리티융합학과,2024학년도 2학기 교양 교육과정 편성 현황 안내,https://mobility.jnu.ac.kr/bbs/imob/69/876924/artclView.do,"입학년도를 기준으로 하는 영역별 교양 교육과정 이수에 대한 보다 명확하고 수월한 학사지도를 위해 2024학년도 1학기 교양 교육과정 수시 개편 결과를 반영한 2024학년도 2학기 교양 교육과정 편성 현황을 알려드리니해당 학생 여러분들도 내용 참고하시기 바랍니다~!■ 2023~2026학년도 이전 입학자 교양 교육과정 이수 방법가. 2010-2022학년도 입학자:  23학년도 이후 개설 교양교과목 이수 시, 본인 입학년도에 따른 교양 영역-세부영역을 충족한 것으로 자동처리 되도록 시스템 반영 완료",2024-05-01 19:32:39.0
지능형모빌리티융합학과,"(~5/10, 18:00) 2024학년도 하계 계절학기 자유학기(자유교과목) 운영 계획 안내",https://mobility.jnu.ac.kr/bbs/imob/69/876923/artclView.do,"2024학년도 하계 계절학기 자유학기(자유교과목) 운영 계획을 붙임과 같이 수립하여 시행하오니 관심있는 학생들은 기한내 신청 바랍니다~!가. 신청자격: 우리대학 정규학기 2학기 이상 등록한 학생(최종학기 신청 가능)나. 대상학기: 2024학년도 하계 계절학기다. 신청기간: 2024. 4. 29.(월) ~ 5. 10.(금) 18:00까지라. 신청방법: 주제 선정 및 학과(부) 방문 담당 지도교수 배정 신청서 및 계획서 작성 후 출력(5,6p 참고) 지도교수 확인 및 서명(도장) 날인                  학과(부) 서면 제출",2024-05-01 19:14:49.0
지능형모빌리티융합학과,(4.29.~5.14.)전공연계 국내봉사 참여팀 모집,https://mobility.jnu.ac.kr/bbs/imob/69/876513/artclView.do,2024년 「CNU나눔-전공연계 국내봉사」 참여팀 모집 전남대학교 학생들의 전문적 지식활용으로 지역사회 발전을 위한 배려와 나눔교육을 실철할 수 있는 전공연계 국내봉사 참여팀을아래와 같이 모집하오니 관심있는 학생들의 많은 참여 바랍니다. 2024년 4월 25일전남대학교 총장 □ 신청기간 및 방법 신청접수기간: 2024. 4. 29.(월) ~ 5. 14.(화) 신청방법 신청서(별첨1)를 작성하여 간 기관(대학)별 전자공문 제출※ 단과대학에서 추진하는 정부재정지원사업(국립대학육성사업) 재원의 동일․유사 사업과 중복   신청 불가,2024-04-29 15:01:35.0
지능형모빌리티융합학과,(~4/30)[장학]2024년 대통령과학장학금 신규장학생 선발 관련 홍보,https://mobility.jnu.ac.kr/bbs/imob/69/876393/artclView.do,"한국장학재단에서 시행하는 2024년 대통령과학장학금 신규장학생 신청과 관련하여 다음과 같이 안내합니다. 가. 주요 사항□ 장학개요ㅇ 발전 가능성이 있는 우수 이공계 미래인재를 선발하여 학업 전념 및 대한민국 리더 과학자로의 성장을 지원□ 지원자격ㅇ 자연과학 및 공학계열 학과(부)에 재학중인 신입생 또는 3학년생□ 지원방법ㅇ 국내(일반): 지원 희망 학생이 한국장학재단 홈페이지에 직접 신청ㅇ 국내(지역추천): 시 도 교육감의 추천을 받은 학생이 한국장학재단 홈페이지에 직접 신청□ 지원기간: 국내(1학년, 3학년): ~  24. 4.",2024-04-26 19:17:24.0
지능형모빌리티융합학과,(4/22~5/7)「삼성 청년 SW 아카데미」12기 교육생 모집 안내,https://mobility.jnu.ac.kr/bbs/imob/69/876392/artclView.do,"안녕하세요? 삼성 청년 SW 아카데미 사무국에서 보내온 프로그램을 아래와 같이 안내 합니다~!'삼성 청년 SW 아카데미' 에서 12기 교육생을 모집합니다.삼성 청년 SW 아카데미(Samsung Software Academy For Youth, SSAFY)는삼성의 SW 교육 경험과 고용노동부의 취업지원 노하우를 바탕으로,취업 준비생에게 SW 역량 향상 교육 및 다양한 취업지원 서비스를 제공하여취업에 성공하도록 돕는 프로그램입니다. 관심있는 학생들의 많은 지원 바랍니다 :)★ 모집기간 : 2024년 4월 22일(월) ~ 5월 7일(화)",2024-04-26 19:09:49.0
지능형모빌리티융합학과,[특강] K-데이터사이언스 국제 저명인사 특강 안내,https://mobility.jnu.ac.kr/bbs/imob/69/876253/artclView.do,"K-데이터사이언스 국제 저명인사 특강 1. 일시: 2024. 4. 26. (금) 16:00~17:00  2. 주제: How to Manage Societies Better than Optimal?  3. 연사: Dr. Dirk Helbing (Professor of Computational Social Science, ETH Zurich)  4. 운영방식: 온라인 zoom 회의 (ID: 607 180 2035)",2024-04-25 16:48:53.0
지능형모빌리티융합학과,2024학년도 AI융합대학 외국어 능력 개발비 지원 사업 안내,https://mobility.jnu.ac.kr/bbs/imob/69/875164/artclView.do,"우리 대학 학생의 자기개발능력 향상과 취업 기회 증대를 위해 『2024학년도 외국어능력개발비 지원』 사업을 안내합니다. 1. 목 적: 외국어 성적 향상을 통한 취업응시 기회 확대2. 대 상가. AI융합대학 재학생(인공지능학부, 빅데이터융합학과, 지능형모빌리티융합학과)나. 융합전공 주전공 2~4학년 재학생3. 지원기준가. 다음 기준을 한 가지 이상 충족하는 자1) 토익 600점 이상(기타 시험 자기계발활동기록부 영어공인인증시험 환산기준 적용)※  자기계발활동기록부  영어공인인증시험 환산표TOEICTOEICSpeakingOPICTOEF",2024-04-15 18:24:15.0
지능형모빌리티융합학과,"[공지] 시험기간 302호, 402호 강의실, 스튜던트라운지 룸1,2 열람 공지(~4/26오전까지)",https://mobility.jnu.ac.kr/bbs/imob/69/875018/artclView.do,"안녕하세요, AI융합대학 학생 여러분!!시험기간동안 AI융합대학-302호, 402호 강의실, 스튜던트라운지 룸1,2 열람 공지 안내합니다.※ 302호, 402호 강의실 사용 정보 안내- 일시: 2024.04.15.(월) 18시~ 04.19.(금) 08시 - 일시: 2024.04.22.(월) 18시~ 04.26.(금) 08시 - 토요일, 일요일, 공휴일은 폐쇄.- 매일 저녁 6시부터 다음날 아침 8시까지만 개방 ※ 예약은 따로 필요 없으며, 융합대학 학생이면 자유롭게 사용 가능.※ 스튜던트라운지 룸1,2 사용 정보 안내- 일시: 20",2024-04-12 17:55:00.0
지능형모빌리티융합학과,2024년도 상반기  전남대학교 용봉포럼  개최,https://mobility.jnu.ac.kr/bbs/imob/69/874750/artclView.do,"2024년 상반기 전남대학교 용봉포럼을 실시한다하오니 많은 관심과 참여 바랍니다.■ 1회차○일시: '24. 4. 19.(금) 오후 2시○장소: 전남대학교 민주마루(대강당)○연사: 김경일 아주대 심리학과 교수○주제: 적정한 삶, 균형잡힌 삶이 역량이 되는 시대■ 2회차○일시: '24. 5. 7.(화) 오후 2시○장소: 전남대학교 국제회의동 2층 용봉홀○연사: 임홍택 작가○주제:  2000년생이 온다 :AI(인공지능) 인간과 아날로그 시대의 소통과 갈등-----------------------------------------------",2024-04-08 20:47:00.0
지능형모빌리티융합학과,"(4/2, 12:00~) 도서관  24시간 열람실  오픈 안내",https://mobility.jnu.ac.kr/bbs/imob/69/874749/artclView.do,"도도서관에서는 별관 개방형 학습공간 구축 사업을 마무리하고, 다음과 같이  24시간 열람실 을 오픈한다고 하니 학생 여러분의 많은 이용 바랍니다.  가. 운영 개요   1) 운영일시: 2024.4.2.(화) 12:00~   2) 시설위치: 별관 4층 백야(白夜)    3) 운영시간: 00:00   24:00(24시간) 개방   4) 이용방법: 별관 1층, 4층 키오스크 및 전남대 모바일 도서관 앱에서 좌석 발권 후 이용나.  24시간 열람실  오픈식 안내   1) 일시: 2024.4.2.(화) 10:00~11:00   2) 장소:",2024-04-08 20:46:05.0
지능형모빌리티융합학과,2024학년도 신입생 핵심역량진단 참여 요청,https://mobility.jnu.ac.kr/bbs/imob/69/874098/artclView.do,2024학년도 신입생 핵심역량진단 실시  우리대학 신입생들을 대상으로 2024학년도 신입생 핵심역량진단을 실시합니다. 자신의 핵심역량을 알아볼 수 있는 이번 기회에 신입생 여려분들의 많은 참여 바랍니다~!  ○ 대상: 우리 대학 1학년 학생○ 기간:  24. 3. 25.(월) ~ 4. 5.(금) ※ 참여율에 따라 연장 가능○ 방법: 비교과 통합플랫폼 성장마루 (https://grow.jnu.ac.kr/ko/diag/essential)  ☞통합로그인 하면 진단하기가 보여요!○ 혜택  #9312; 참여자 100명을 추첨하여 커피쿠폰,2024-04-01 10:50:00.0
지능형모빌리티융합학과,2024학년도 1학기 교과구분정정신청 안내,https://mobility.jnu.ac.kr/bbs/imob/69/873030/artclView.do,"2024학년도 1학기 교과구분정정신청 안내휴 복학에 따른 교육과정 적용년도 변경, 부 복수전공 선발, 모집단위간 이동(전과) 및 국내 타대학 교류로 인한 교과구분이 상이한 학생에 대하여 교과구분 정정 신청을 실시합니다.교육과정 적용 기준: 당초 입학년도 교육과정 적용, 단, 학적변동(복학, 재입학)으로 입학년도 교육과정 적용이 어려울 경우 복학하는 학년도의 소속학년 학생이 입학했던 당시의 교육과정으로 변경 할 수 있음주전공 관련 교과는 주전공 학과(부)로 신청부, 복수전공 관련 교과목 각각 부,복수전공 학과(부)로 신청붙임 파일(서",2024-03-19 10:37:41.0
지능형모빌리티융합학과,「전남대학교 자기계발활동기록부 관리 지침」 일부 개정 알림,https://mobility.jnu.ac.kr/bbs/imob/69/872867/artclView.do,"「전남대학교 자기계발활동기록부 관리 지침」을 다음과 같이 개정하여 시행함을 알려드리니 업무에 참고 바랍니다.가. 시행일: 2024. 3. 12.(화)나. 개정내용지침명개정 사유주요 개정 내용전남대학교 자기계발활동기록부 관리 지침 자기계발활동기록부 증명서의 증명사진으로 인한 외부증명발급 시스템 과부하 및 과도한 개인정보 노출 우려 단과대학 주최 프로그램 참여 활성화 필요, 학과 차원의 프로그램(OT, 수업시간에 진행하는 프로그램 등)의 무분별한 자계부 점수 인정 제한 필요 외국어 점수 환산표 현행화 필요  별표3  자기계발활동",2024-03-15 17:47:25.0
지능형모빌리티융합학과,(~4/4)『3단계산학연협력선도대학육성사업단(LINC3.0)』2024학년도 1학기 캡스톤디자인 교과목 지원 안내,https://mobility.jnu.ac.kr/bbs/imob/69/872864/artclView.do,"『3단계산학연협력선도대학육성사업단(LINC3.0)』에서는 취‧창업 역량강화 및 산업체 수요에 적합한 창의적 인재양성을 위하여 2024년 1학기 캡스톤디자인 교과목을 지원한다고 하니지원을 희망하는 학생들은 제출기한내 제출 서류를 사업단으로 제출 바랍니다~! 1. 지원 대상: 캡스톤디자인 교과목 수강생 중 사업단 참여학과(부) 3, 4학년 학부생2. 지원 기간: 2024. 3. ~ 2024. 12.3. 지원 항목: 재료비, 실험(분석)비, 회의비, 인쇄비4. 지원 유형연번유형참여주체1일반형담당교원, 팀(학생)2기업연계형담당교원, 기업(",2024-03-15 17:42:42.0
지능형모빌리티융합학과,[★전학년 필독]  휴학(군휴학 포함)시 지도교수님과 상담 및 휴학신청서 제출,https://mobility.jnu.ac.kr/bbs/imob/69/872668/artclView.do,[전학년 필독] 휴학 시 지도교수님과 상담바랍니다 2024년 3월부터  휴학(군 휴학 포함) 신청자들은 지도교수님과의 면담 후 학과실에 알려주시기 바랍니다. 면담시 첨부파일의 휴학신청서 작성 후 지도교수님의 사인 및 도장을 받아 학과사무실로 제출해주시면 휴학승인을 해드리도록 하겠습니다. 교수님과 상담을 하지 않은 학생은 휴학승인이 안되니 유의바랍니다. ★ 전달방법1. 지능형모빌리티융합학과 학과실 직접방문(AI융합대학 205호 학과사무실) 2. 이메일 제출 dhdkfks@jnu.ac.kr(스캔 또는 사진),2024-03-13 19:07:01.0
지능형모빌리티융합학과,[채용설명회] 우주항공청 채용 설명회 개최(~3/22),https://mobility.jnu.ac.kr/bbs/imob/69/872667/artclView.do,"우주항공청에서 다음과 같이 채용 설명회를 개최하오니 관심 있는 분들의 많은 참여 바랍니다. - 1차 채용 설명회 일시 및 장소: 2024.03.14.(목) 14:00~15:30 / 경남 사천시청 2층 대강당- 2차 채용 설명회 일시 및 장소: 2024.03.19.(화) 14:00~15:30 / 서울 한국과학기술회관(B1 대회의실1)- 3차 채용 설명회 일시 및 장소: 2024.03.22.(금) 13:00~14:30 / 대전 KAIST 대강당(E11)- 참석대상 : 우주항공청에 관심 있는 우주항공분야 전문가, 기업인, 대학생, 공무원",2024-03-13 19:00:32.0
지능형모빌리티융합학과,★[이수증 제출:3.20.(수)]24학년도 1학기 실험실습 교과목 수강생 온라인 안전교육 실시,https://mobility.jnu.ac.kr/bbs/imob/69/872662/artclView.do,24학년도 1학기 실험실습 교과목 수강생 온라인 안전교육 실시  매 학기 실험 실습 교과목을 수강 하는 학생은 온라인 안전 교육을 의무적으로 이수하셔야 합니다.  1. 1학기 실험실습 교과목- 1학년: 일반물리실험- 2학년: 기계제도 - 3학년: 지능형모빌리티기초실험- 4학년: 모빌리티캡스톤디자인1  * 이외에도 수업 계획서에 실기가 들어간 교과목으로 표기된 경우는 모두 실험 실습 교과목임 2. 안전교육 이수 방법  - 첨부 파일의 매뉴얼에 따라 이수(포털 로그인 필수)  - 연구실 안전교육 이수 과목: 총 6과목 선택(본인 실습과,2024-03-13 18:49:43.0
지능형모빌리티융합학과,[학사안내]2024학년도 제1학기 추가 등록 및 휴·복학 신청 기간 안내,https://mobility.jnu.ac.kr/bbs/imob/69/871193/artclView.do,"우리 대학교에서는 2024. 2. 20.(화) ~ 2. 23.(금) 등록을 실시하였으나아직까지 등록금을 납부하지 못한 학생이 있어 다음과 같이 추가 등록기간과휴 복학 기간을 설정 시행하오니 기간내에 등록금 납부와 휴 복학하시기 바랍니다.                           ■ 다 음 ■1. 등록금 납부 기간 : 2024. 3. 12.(화) ~ 3. 14.(목) 16:00까지 [3일간]  ➣ 2024. 1학기 수업연한 초과자도 위 기간 내에 등록금 납부2. 납입금 납부장소 : 광주, 농협, 국민, 신한은행 전국지점  ➣ 고",2024-02-28 20:20:13.0
지능형모빌리티융합학과,전남대학교 수업관리지침」일부 개정 알림_★성적평가 관련,https://mobility.jnu.ac.kr/bbs/imob/69/870797/artclView.do,"「전남대학교 수업관리지침」을 다음과 같이 일부 개정하고 알려드리니, 아래 내역 및 첨부파일을 참고하여 주시기 바랍니다.■ 수업관리지침 개정 내용해당 조항(안)주요 내용제30조(성적평가)- 상대평가 성적등급분포비율 조정  A등급은 50%를 초과할 수 없으며, A등급과 B등급을 합하여 80% 이내로 함.  적용시기: 2024학년도 1학기부터[붙임]1. 성적평가방법 기준 변경 사항 1부.",2024-02-23 22:00:35.0
지능형모빌리티융합학과,(2/13~3/15) 2024학년도 신입생 및 재학생 건강검진 실시 안내,https://mobility.jnu.ac.kr/bbs/imob/69/870796/artclView.do,"보건진료소에서는 학생 개인의 건강관리를 위하고 대학내 감염병 질환을 예방하기 위해 2024학년도 재학생 건강검진을 다음과 같이 실시한다고 하니 학생들의 많은 참여 바랍니다. 가. 건강검진 실시기간○ 광주캠퍼스: 2024. 2. 13.(화) ~ 3. 15.(금)○ 여수캠퍼스: 2024. 3. 4.(월) ~ 3. 5.(화) 나. 검진시간 및 장소○ 광주캠퍼스: 보건진료소(제1학생마루 2층) 09:30~11:30, 13:00~16:30○ 여수캠퍼스: 보건진료소(체육관 또는 학생회관 앞) 09:00~11:30, 13:00~16:00 다.",2024-02-23 21:58:35.0
